case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,segment_status,method,note,detection_window,detection_hop,refined_after_min_idx_violation,initial_idx_exit_start,initial_detection_window,initial_detection_hop,time,DOC,feed,material,material_name,VB
12,14,smcDC,7054,7054,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7054,180,16,67,0.75,0.5,1,cast_iron,0.58
12,15,smcDC,6846,6846,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6846,180,16,74,0.75,0.5,1,cast_iron,0.65
13,1,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,1,0.75,0.25,2,steel,
13,2,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,2,0.75,0.25,2,steel,
13,3,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,4,0.75,0.25,2,steel,0.1
13,4,smcDC,9000,9000,9000,False,0.19,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,7,0.75,0.25,2,steel,0.13
13,5,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,11,0.75,0.25,2,steel,0.17
13,6,smcDC,9000,9000,9000,False,0.015625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,16,0.75,0.25,2,steel,0.32
13,7,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,19,0.75,0.25,2,steel,0.38
13,8,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,22,0.75,0.25,2,steel,0.49
13,9,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,25,0.75,0.25,2,steel,0.56
13,10,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,29,0.75,0.25,2,steel,0.68
13,11,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,32,0.75,0.25,2,steel,0.83
13,12,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,35,0.75,0.25,2,steel,0.92
13,13,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,38,0.75,0.25,2,steel,1.07
13,14,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,42,0.75,0.25,2,steel,1.3
13,15,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,45,0.75,0.25,2,steel,1.53
14,1,smcDC,7362,7362,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7362,180,16,1,0.75,0.5,2,steel,
14,2,smcDC,6924,6924,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,6924,180,16,3,0.75,0.5,2,steel,0.09
14,3,smcDC,7054,7054,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7054,180,16,6,0.75,0.5,2,steel,0.17
14,4,smcDC,7102,7102,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7102,180,16,9,0.75,0.5,2,steel,0.24
14,5,smcDC,7118,7118,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7118,180,16,11,0.75,0.5,2,steel,
14,6,smcDC,7038,7038,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7038,180,16,12,0.75,0.5,2,steel,0.35
14,8,smcDC,7114,7114,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7114,180,16,18,0.75,0.5,2,steel,0.6
14,9,smcDC,7224,7224,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7224,180,16,21,0.75,0.5,2,steel,0.81
14,10,smcDC,7038,7038,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7038,180,16,24,0.75,0.5,2,steel,1.14
15,1,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,1,1.5,0.25,2,steel,
15,2,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,3,1.5,0.25,2,steel,0.15
15,3,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,6,1.5,0.25,2,steel,0.28
15,4,smcDC,9000,9000,9000,False,0.03515625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,9,1.5,0.25,2,steel,0.37
15,5,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,13,1.5,0.25,2,steel,0.48
15,6,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,16,1.5,0.25,2,steel,0.56
15,7,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,19,1.5,0.25,2,steel,0.7
16,1,smcDC,7118,7118,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7118,180,16,1,1.5,0.5,2,steel,
16,2,smcDC,7038,7038,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7038,180,16,2,1.5,0.5,2,steel,
16,3,smcDC,7214,7214,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7214,180,16,3,1.5,0.5,2,steel,0.24
16,4,smcDC,7150,7150,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7150,180,16,4,1.5,0.5,2,steel,
16,5,smcDC,7197,7197,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7197,180,16,6,1.5,0.5,2,steel,0.4
16,6,smcDC,7134,7134,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7134,180,16,9,1.5,0.5,2,steel,0.62
